Statistics_cost_function_integrate,Statistics_gradient_integrate,Statistics_surface_movable_integrate,Statistics_volume_integrate,Norm_expansion_H1
0.0027003729806454923,-0.007721915712670036,12.46873265032337,995.8702045441133,1.5835896210603229
-0.004282819793685236,-0.000926392094173382,19.746675158742146,991.7736764386042,0.6834770362972621
0.0030107878636001185,-0.035375615915743695,22.88285625666492,989.7329115236798,0.4533200840166499
0.0019508452034897204,-0.03959219842963406,20.863868690942006,991.0632244622777,0.8365892086729327
0.0010870114005259283,-0.04623245537132927,17.27335471969988,993.2723370268885,0.6419531039520969
0.0071241489425684845,-0.003182641674673988,14.588320767358944,994.7828893618517,0.38416523466695757
0.007610434858118614,-0.005034616627086262,12.987671005783374,995.6213192278302,0.19525106896822675
0.007423162376722985,-0.004875960001573663,12.180617369075085,996.0255176269299,0.07954920540939302
0.006658961838646808,-0.003670641385333759,11.853053151463914,996.185971209528,0.0136606318682217
0.005563461460134049,-0.002028792514072377,11.797771010404322,996.2129429959643,0.020827121944682357
0.004326185391657008,-0.00025255213561631415,11.883560849437181,996.1713867003334,0.03472479523482397
0.0030485920581351323,0.0015244633737384813,12.027397294166994,996.1013044311456,0.036370469356094386
0.0017664513872558036,0.0032531493973158776,12.178471117622019,996.0272630617693,0.03134282400933539
0.00047763176177096365,0.004927304801436673,12.308895503663337,995.9630256959175,0.023593348472385797
-0.0008369899004074819,0.006561738809936807,12.407093476478996,995.9145166068311,0.01571304285356911
-0.0022007030870864024,0.008179062311785881,12.472223691751324,995.8823465218036,0.0091840765210289
-0.0036345628664984173,0.00980145894826466,12.509431198730935,995.8640764088491,0.0047577065192689234
-0.005155276466802319,0.01144633869175881,12.526185669933794,995.856037713426,0.00296010776242516
-0.006775539961268156,0.01312509368558451,12.529871020669656,995.8545628921177,0.003136790715609073
-0.00850548544692735,0.01484391584386914,12.526522851875828,995.8566411402252,0.0035115926959987578
-0.010354372421452953,0.01660556375912904,12.520422194228148,995.8601347521229,0.0036424271381482938
-0.012332043281003822,0.018411200506211124,12.51420953958883,995.8637265979667,0.003642872190683304
-0.014449951205844497,0.02026180094562277,12.50923931535327,995.8667434145417,0.003644944726403106
-0.01672175937740002,0.022158968169662355,12.505987484045992,995.8689516043459,0.003706676440154798
-0.019163612321323593,0.024105216333080264,12.504410554967858,995.8703775133746,0.003828635587281121
-0.021794212759620006,0.026103869464005704,12.504215894019106,995.8711723527904,0.003991386780237331
-0.024634825991833153,0.028158731857318302,12.505040156818046,995.8715231831288,0.0041784936148348715
-0.027709302011920504,0.030273648230404872,12.506550798647313,995.871602351261,0.004381892381279673
-0.031044170161608625,0.03245202162732991,12.508491611816144,995.8715448632709,0.0045994304128264465
-0.03466883147611671,0.03469631051448935,12.510692458580502,995.8714436218747,0.004831611082772057
-0.0386158534091416,0.03700748958817547,12.513059472914115,995.8713544192523,0.00507970539787198
-0.04292136006673709,0.039384431370164286,12.515557257487572,995.8713049447325,0.005345073569145656
-0.047625506385217314,0.04182314452145519,12.51819024217818,995.8713042370287,0.005629080239882143
-0.052773024288678465,0.04431578537915132,12.520986947778397,995.8713507148767,0.005933182336600803
-0.05841383034326111,0.046849336026718764,12.523988533774839,995.8714381003404,0.0062590184489311595
-0.06460368577107688,0.049403808404085495,12.527241585102187,995.871559259747,0.006608469205845869
-0.07140489934708466,0.051949779792370525,12.5307943890671,995.8717083412533,0.006983705380743341
-0.07888706048561821,0.05444497440898302,12.534695735341751,995.8718816989456,0.0073872447746103015
-0.0871277828805791,0.056829449490835036,12.538995336256875,995.8720780641803,0.0078220340720162
-0.09621342801202044,0.05901866495032904,12.543745161277318,995.8722983297156,0.008291571925815665
-0.10623976330715458,0.06089319716766081,12.549001211226097,995.8725452018774,0.008800099159150847
-0.11731249480061243,0.06228285470787204,12.55482547300369,995.8728228753457,0.009352905896777173
-0.12954760728825263,0.06294093157888864,12.561287977012936,995.873136808936,0.009956856069084726
-0.14307146614915947,0.06250007213360269,12.568469038350887,995.8734936256056,0.010621338403870962
-0.15802072674351125,0.060391780808887734,12.576461936689359,995.8739011252097,0.011360097656838005
-0.17454234429391466,0.055689352512604894,12.585376562190332,995.8743683707905,0.012194986152104195
-0.19279453958366605,0.046776963376462546,12.595345114561598,995.8749057751527,0.013164204873416161
-0.2129507418639794,0.030583441384417112,12.606532285298547,995.875525035642,0.014342092280857508
-0.09441803975762397,0.5422030559141069,12.628171112820516,995.8701870475795,0.01678692733840166
-0.11352333643663058,0.5841287536501163,12.636255456618038,995.8754355432793,0.017745161940292582
-0.13522431830067794,0.6277474325668698,12.650146523151442,995.8790918884133,0.0188326635690405
-0.15983080285861068,0.6727836500730744,12.669374598448133,995.8815578722592,0.020030006873644823
-0.18766113867076534,0.7187828229561065,12.693426185567771,995.8832808243119,0.02132705829894288
-0.21901800974258495,0.7650168827600166,12.721937411122179,995.8846575720098,0.022723654743344993
-0.25415561690626487,0.8103553332892903,12.754768458660118,995.885996880607,0.024225643340102472
-0.293246383698089,0.8529694709873489,12.792001717607567,995.8875181120268,0.025844010695915475
-0.3363691036437111,0.8894412781971801,12.833898476600803,995.8893684886082,0.02760491781770537
-0.38354607571411886,0.9121777476393704,12.880844743647213,995.8916469489045,0.029586689228365295
-0.4348338050109132,0.9019009640354243,12.933316383588856,995.8944304696365,0.032037810513856374
-0.37794878646705254,1.8641238416883366,13.000658938228959,995.8931680537842,0.03148364768685144
-0.4350024276696624,2.010059228634593,13.053870098023669,995.9009544506439,0.03264970772435065
-0.4957024042771349,2.161235991642107,13.119429088140704,995.9056948326557,0.03385817915492922
-0.5596495542007413,2.318510703390938,13.195301872775424,995.9085315128128,0.03504393982911459
-0.6263553437608722,2.481530546592226,13.279803045927093,995.9103974029485,0.03617818076352821
-0.6952858572993276,2.647083881457234,13.371709438292205,995.911944601046,0.037260182114838176
-0.7659345362133418,2.80676325258593,13.470236547528845,995.913557462074,0.03831274602165047
-0.7366823125135449,3.7667691626550828,13.57890010221379,995.9127012101903,0.0387059230207696
-0.8209325097868494,3.93042063209441,13.676555094287316,995.9172710566818,0.03984169097080196
-0.8924994555801216,4.304005196127091,13.786602592943035,995.9182579057264,0.04003104754102481
-0.9753423134831989,4.49760524664858,13.899262898887315,995.9190375175399,0.04108326505890168
-1.0583575270240384,4.672351925704662,14.019012762572114,995.9186327755464,0.0422488796353493
-1.0394621747852506,5.404699286315906,14.145001528345185,995.9172808425602,0.042551639345229784
-1.1264842226895981,5.5302308439766215,14.265660229795298,995.9174326919801,0.043923335362345474
-1.1689102103846298,6.085807914642927,14.395686656475695,995.9149040018489,0.04336605790224102
-1.2593061516854374,6.215817432262272,14.523136468400965,995.9131815695367,0.04430256863050649
