Statistics_DgDgt_integrate,Statistics_DggradJ_integrate,Statistics_cost_function_integrate,Statistics_norm_inf_DgT_max,Statistics_volume_integrate,Norm_expansion_H1
45.46707309567218,-0.0005895282636326354,-0.00909518765477629,4.093922160422902,995.8702045441133,0.1815617021562408
44.811086748480115,1.6608371670780389,-0.7663982585970396,4.061894677854067,995.8694719538647,0.1471804068838394
43.99007704503594,3.0340383443952,-1.3927658417646736,4.007791744041856,995.8777778420847,0.12228565254935721
44.113206642555,4.2099791237660735,-1.9305936834611994,4.05363009904425,995.8871214528604,0.10167747535744136
44.71182300616426,5.220111773968039,-2.3943671194954104,4.131506532612024,995.8945413258764,0.08520625751078732
43.84898852104724,6.093003387906889,-2.7967283278097175,4.059394681460156,995.899386269467,0.07449105488656474
43.09781636670263,6.877858627502265,-3.159548108203652,3.9932671404743685,995.9023953611689,0.06535062474633772
42.44288412049607,7.5847416313234035,-3.486636701944553,3.933249413076212,995.903873597149,0.057451952403737745
41.87148457270748,8.222200478790299,-3.7809988929179164,3.8792120704417195,995.9041583412472,0.05057034100181022
82.70540660474752,7.454789480521733,-3.9129915065962364,7.798596693413912,995.8847096094948,0.04698308625253706
82.46045291254457,8.003176767922241,-4.18125263452696,7.754800959148318,995.8896599372538,0.04482248528953255
82.25740809609748,8.54082571223967,-4.444748901976392,7.712102350113189,995.892440339522,0.04279951223326647
82.08575425527434,9.06680204973693,-4.703038449651054,7.671040114053371,995.8939339003624,0.0406099940840745
81.94032190897764,9.576776205376122,-4.9540704208623625,7.632102473305703,995.89458324676,0.03839828409365342
81.81682105657366,10.068293278522733,-5.196703241594448,7.595491500311282,995.8946824677128,0.036297969308526225
81.7114365955172,10.540821229655796,-5.430713447657024,7.561197936125889,995.8944422904102,0.03429802044996277
81.62134202777347,10.993977602754121,-5.6559276765612445,7.529156306003888,995.8939883849928,0.0323912391012505
81.54433253008648,11.427555636100088,-5.872226920009308,7.499270569422793,995.8933971759676,0.03057285959285
81.478613087454,11.841536955569916,-6.07954932615045,7.4714290729577195,995.8927164820103,0.028839731055154107
81.4226747820674,12.236092759767567,-6.277891492319545,7.445513322789961,995.8919774155609,0.02718976043389849
81.37522129851992,12.611575347990936,-6.46730807057947,7.421403171587843,995.8912012338527,0.02562148914120854
81.33512406019892,12.968502000606504,-6.6479095960809005,7.398979915994896,995.8904032676244,0.024133757222739843
81.30139366540376,13.307533354660864,-6.819858613330251,7.378128167936094,995.8895951571138,0.022725441429627374
81.27316055350741,13.629448418547206,-6.983364341989129,7.358736996241159,995.8887861109177,0.021395263672533797
81.05663278061903,13.935118212965238,-7.138676248611624,7.322331872249625,995.8879836070873,0.02019031381753471
116.23393005141025,13.544634765541842,-7.230692582951795,10.798440804802585,995.8847915298213,0.019188650808716602
118.64293068099325,13.837096069859957,-7.377325869095737,11.080100844983411,995.885029403083,0.017998275940873745
120.91774555507108,14.114297890530976,-7.516532683976387,11.347684939665461,995.8848236652359,0.016931445173418526
121.37444920226865,14.37745633484022,-7.6488607862717615,11.388659578247111,995.8843949830667,0.01623390656216693
120.28072295712107,14.631812817110111,-7.776864354713306,11.236292747665926,995.8839572967962,0.015808494597333037
119.1895559694779,14.88131896581466,-7.902505685812982,11.086366248283765,995.883603813835,0.015391415483628896
118.10310032864754,15.125878042966121,-8.025781996725595,10.938969154171112,995.8832982110981,0.014982956957135784
117.02324447085833,15.36540463225007,-8.146687590888098,10.794202170015268,995.8830199983353,0.01458328994996919
115.95170775271521,15.599827342495216,-8.265216965455062,10.652168181094433,995.8827576809545,0.014192480833041133
114.89008776830694,15.829090664597006,-8.381366417913668,10.512966622610943,995.8825048617765,0.013810512729710135
113.83988156720862,16.053156280194713,-8.49513480827669,10.376690041788677,995.8822580209131,0.013437306760270386
112.80249269829658,16.272003971207976,-8.606523861515718,10.24342193946133,995.8820152538875,0.01307274111469714
111.77923084512892,16.485632200674043,-8.715538233777401,10.113235382438639,995.8817755568735,0.012716667595404607
110.77130792966618,16.694058397082486,-8.822185469930169,9.986192106549218,995.8815384242265,0.012368925590906979
109.77983293478165,16.8973189588991,-8.92647592255029,9.86234195833818,995.8813036236355,0.012029353466934307
108.80580676705075,17.095468992675944,-9.028422667882086,9.74172259411129,995.8810710723546,0.011697797385833337
107.85011794145069,17.28858180099609,-9.128041433880847,9.624359392334807,995.8808407702688,0.0113741176270176
106.91353953915718,17.476748141726187,-9.225350543453855,9.51026555400032,995.880612764689,0.011058192567858447
106.00963891818309,17.660075285656948,-9.320370869538921,9.40088659608421,995.8803871323153,0.01074847976331325
105.18912896189006,17.83866191488545,-9.413113745201251,9.301765341551233,995.8801634169467,0.01043959350566837
104.39229964981679,18.012532027728028,-9.50354810517549,9.210942491384744,995.8799393533268,0.010138611224653829
103.61899246002992,18.181840570159746,-9.59170393179884,9.124228544076063,995.8797164227732,0.009845524033895572
102.86896677309015,18.346754348789243,-9.677614410592989,9.040628547207469,995.8794955587928,0.0095603281856992
102.14190621648854,18.507450342499645,-9.76131560468037,8.960050505594877,995.8792773812124,0.009283021360756396
101.95602015644471,18.66411405835698,-9.842846177535517,8.932269915597395,995.8790623290548,0.008964147715663921
102.01612585718205,18.81609530274178,-9.921825736772613,8.928507872139098,995.8788311134691,0.00863737500328959
102.06540071780196,18.963307189914172,-9.998153131411506,8.924009657736747,995.8785858089182,0.008327830652636519
108.19707826709576,18.316789526346692,-10.04619471794125,9.571360556013277,995.8764845991385,0.019146030251449335
108.65772369953427,18.651445696111068,-10.219873796036907,9.603176436819057,995.8813099796386,0.01859911169717865
